date,PC-1(cum_var=0.863),PC-2(cum_var=0.915),PC-3(cum_var=0.947),PC-4(cum_var=0.968),PC-5(cum_var=0.981),PC-6(cum_var=0.988),PC-7(cum_var=0.991)
2021-06-01,11.793021877186607,-2.2161495982919805,2.0177831805943125,-0.23655513862876074,-0.781839531265749,1.7457338500003898,1.0310038736236518
2021-07-01,10.608574251356847,-1.4785612256573475,1.642626069319228,-0.5543996345309229,-0.5257822831146894,2.490764950498798,-0.18001573515854194
2021-08-01,11.849844123237897,-1.9615999739684775,1.8990097679151405,-0.20306709668311046,-0.6474100247415968,2.028176529221276,-0.16249760779506822
2021-09-01,13.134711993721025,-2.6749413506410966,2.3191644420366218,0.21549847664115046,-0.3459117402508031,1.413994259439823,0.43950113537047597
2021-10-01,12.698275449436142,-2.291539479633731,1.8664958298803256,0.08965593570471424,-0.013255216060856804,1.5592325816870787,-0.6302089797519834
2021-11-01,13.462023258724026,-2.6791850760214526,1.7784966256008226,0.11648772668719844,-0.15415368707815796,1.1766285713871898,-0.47218423867796994
2021-12-01,13.907596482240287,-2.6336192927801023,1.8632675139972437,0.26482113475385705,-0.14541585063518525,0.9225000883345442,-0.4190427659277317
2022-01-01,15.31934103439157,-2.2896701335757625,1.5876919026727379,0.33944508008982066,0.1282867102620023,-0.06593790007311569,-1.1543990817123146
2022-02-01,15.760665733250823,-2.134469096436829,1.4624079216530843,0.4360743156213744,0.5229196665817155,-0.6423990158196152,-1.248219566061385
2022-03-01,16.24901667547195,-2.0166992526549117,1.5196513279332204,0.5392417241645209,0.8009013260067869,-1.350864129750906,-1.1488731197880047
2022-04-01,17.929369280181852,-1.8835566616575914,1.4567947953254754,0.0694532427866137,2.183748777628664,-1.3085817198762728,0.6755696409792458
2022-05-01,18.602514485231453,-2.0409520772394507,1.3771073170716577,0.06591893208647462,2.3004150960967666,-1.8412028593136522,0.7878655936856278
2022-06-01,19.13247918103432,-1.6858601129328148,1.34767603279748,0.6386892971352416,2.5834648998786887,-1.891819442046509,0.8127771056364071
2022-07-01,20.014313481649367,-1.8976735292959765,1.315862308061093,0.8319490927004558,2.6661437748807457,-2.3460116345079784,1.2514346984443432
